health_zone,total_cases,confirmed_cases,suspected_cases,confirmed_deaths,suspected_deaths,population_worldpop,attack_rate_per_100k,pcr_machines,data_date,source
Oicha,11,11,0,7,0,274998,4.0,0,2026-09-13,INSP SitRep via INRB-UMIE
Rimba,11,11,0,4,0,222282,4.9,1,2026-09-13,INSP SitRep via INRB-UMIE
Gety,10,7,3,3,0,143442,7.0,0,2026-09-13,INSP SitRep via INRB-UMIE
Makiso Kisangani,10,10,0,5,0,535798,1.9,0,2026-09-13,INSP SitRep via INRB-UMIE
Ariwara,8,8,0,2,0,314730,2.5,0,2026-09-13,INSP SitRep via INRB-UMIE
Manguredjipa,8,8,0,3,0,68014,11.8,0,2026-09-13,INSP SitRep via INRB-UMIE
Bafwasende,7,7,0,1,0,132264,5.3,0,2026-09-13,INSP SitRep via INRB-UMIE
Mutwanga,6,6,0,2,0,255278,2.4,0,2026-09-13,INSP SitRep via INRB-UMIE
Kabondo,4,4,0,1,0,204629,2.0,0,2026-09-13,INSP SitRep via INRB-UMIE
Mahagi,4,4,0,1,0,247893,1.6,2,2026-09-13,INSP SitRep via INRB-UMIE
Mangobo,4,4,0,2,0,188652,2.1,0,2026-09-13,INSP SitRep via INRB-UMIE
Miti Murhesa,4,3,1,1,0,303983,1.3,0,2026-09-13,INSP SitRep via INRB-UMIE
Ganga,3,3,0,2,0,235401,1.3,0,2026-09-13,INSP SitRep via INRB-UMIE
Gombari,3,3,0,1,0,122901,2.4,0,2026-09-13,INSP SitRep via INRB-UMIE
Boga,2,2,0,2,0,72028,2.8,1,2026-09-13,INSP SitRep via INRB-UMIE
Jiba,2,0,2,0,0,75957,2.6,1,2026-09-13,INSP SitRep via INRB-UMIE
Kambala,2,2,0,0,0,140956,1.4,1,2026-09-13,INSP SitRep via INRB-UMIE
Rungu,2,2,0,1,0,194804,1.0,0,2026-09-13,INSP SitRep via INRB-UMIE
Bulu,1,1,0,1,0,167481,0.6,0,2026-09-13,INSP SitRep via INRB-UMIE
Buta,1,1,0,1,0,274964,0.4,0,2026-09-13,INSP SitRep via INRB-UMIE
Goma,1,1,0,0,0,282838,0.4,2,2026-09-13,INSP SitRep via INRB-UMIE
Kayna,1,1,0,0,0,322628,0.3,0,2026-09-13,INSP SitRep via INRB-UMIE
Lubunga (Tshopo),1,1,0,0,0,154712,0.6,0,2026-09-13,INSP SitRep via INRB-UMIE
Tshopo,1,1,0,0,0,172885,0.6,0,2026-09-13,INSP SitRep via INRB-UMIE
Viadana,1,1,0,0,0,187873,0.5,0,2026-09-13,INSP SitRep via INRB-UMIE
Wanierukula,1,1,0,1,0,155297,0.6,0,2026-09-13,INSP SitRep via INRB-UMIE
Karisimbi,0,0,0,0,0,403401,,0,2026-09-13,INSP SitRep via INRB-UMIE
